frame,x,y,visible
216,1376,443,1
217,1322,480,1
218,-1,-1,0
219,-1,-1,0
220,-1,-1,0
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,-1,-1,0
225,-1,-1,0
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,1193,551,1
230,1332,548,1
231,1323,515,1
232,-1,-1,0
233,1289,523,1
234,1409,528,1
235,1501,534,1
236,1416,540,1
237,1498,548,1
238,-1,-1,0
239,1406,550,1
240,1390,521,1
241,-1,-1,0
242,-1,-1,0
243,-1,-1,0
244,-1,-1,0
245,-1,-1,0
246,-1,-1,0
247,-1,-1,0
248,-1,-1,0
249,-1,-1,0
250,-1,-1,0
251,-1,-1,0
252,-1,-1,0
253,-1,-1,0
254,-1,-1,0
255,1230,557,1
256,1279,528,1
257,-1,-1,0
258,-1,-1,0
259,1303,539,1
260,1317,519,1
261,1325,503,1
262,1311,493,1
263,-1,-1,0
264,1298,483,1
265,1318,476,1
266,1333,472,1
267,1321,397,1
268,1481,448,1
269,1603,491,1
270,1692,524,1
271,1754,549,1
272,1794,567,1
273,1817,580,1
274,1827,587,1
275,-1,-1,0
276,-1,-1,0
277,-1,-1,0
278,-1,-1,0
279,-1,-1,0
280,-1,-1,0
281,-1,-1,0
282,-1,-1,0
283,1208,530,1
284,1201,464,1
285,-1,-1,0
286,1198,438,1
287,-1,-1,0
288,-1,-1,0
289,-1,-1,0
290,-1,-1,0
291,-1,-1,0
292,-1,-1,0
293,-1,-1,0
294,-1,-1,0
295,-1,-1,0
296,1170,518,1
297,1234,463,1
298,1203,443,1
299,1176,429,1
300,1152,420,1
301,1129,416,1
302,1113,414,1
303,1099,416,1
304,-1,-1,0
305,-1,-1,0
306,1085,446,1
307,1113,467,1
308,1108,481,1
309,-1,-1,0
310,-1,-1,0
311,-1,-1,0
312,1096,495,1
313,1087,505,1
314,-1,-1,0
315,-1,-1,0
316,1416,536,1
317,1733,494,1
318,1968,460,1
319,2067,497,1
320,2124,527,1
321,2149,549,1
322,2153,565,1
323,2142,575,1
324,2123,581,1
325,2101,585,1
326,2078,585,1
327,2056,585,1
328,2037,583,1
329,2021,581,1
330,2009,579,1
331,2000,577,1
332,1664,550,1
333,1408,529,1
334,1550,539,1
335,1675,549,1
336,1448,530,1
337,1608,542,1
338,1739,552,1
339,1842,560,1
340,1918,566,1
341,1973,570,1
342,2008,573,1
343,2030,574,1
344,2040,575,1
345,2042,575,1
346,2040,575,1
347,2035,575,1
348,2028,574,1
349,2020,574,1
350,2014,573,1
351,2007,573,1
352,2002,572,1
353,1998,572,1
354,1995,572,1
355,1993,572,1
356,1991,572,1
357,1990,571,1
358,1989,571,1
359,1989,571,1
360,1989,571,1
